,qtdActivityPostAnswer,QtdfActivityBadgeEarned,QtdActivityCommentPosted,qtsActivityQUestionPosted,qtdANswe,qtdTotalScoreAnswer,qtdTotalBadges,QtdTotalBadgesBronze,qtdTotalBadgesSilver,qtdTotalBadgesGo,qtdComment,qtdTotalScoreCommen,qtdQuestion,QtdTotalScoreQuesdti,QtdTotalViewsQuestion,userScore,qtdCommitContributions,qtdIssueContributions,qtdPullRequestContributions,qtdPullRequestReviewContributions,qtdRepositoriesWithContributedCommits,qtdRepositoriesWithContributedIssues,qtdRepositoriesWithContributedPullRequestReviews,qtdRepositoryContributions,qtdRepositoriesWithContributedPullRequests,qtdissue,qtdIssueClosed,qtdIssueOpen,QTdtoalComentsIssue,QtdIssueReaction,qtdIssueReactionHeatr,issueReactionthumbsUP,qtsIssueReactionHooray,qtdRepository,qtdTotalStars,QtdtotalWatchers,qtdRepositoryLanguages,qtdPullRequests,qtdPullRequestsmergedAndClosed,qtdpullrequestsclosedandnotmerged,qtdpullrequestnotmergedandopen,sum(ncloc),sum(qtdBugs),sum(qtdCodeSmells),sum(qtdDuplicatedFiles),sum(qtdViolation),qtdFollowers
qtdActivityPostAnswer,1.0,0.8490254998323764,0.9274787891534799,0.7507286624289764,0.021821708572514698,0.042827247785124034,0.038970159960757735,0.04340666390940465,0.0331800839016578,0.03800991914994609,-0.0002636047807540441,0.0012379018248438812,0.004661372275074027,0.022415671826514827,0.034359485925345386,0.04813782636221364,-0.023742722633720716,0.00951124372677822,1.2138397843943804e-05,-0.006503430687958247,-0.004202429908043814,-0.006261722569263238,-0.00940900472614704,0.023709043011810555,0.0071920436698366015,-0.02838365963822264,-0.00052262266496171,-0.07431344431598577,0.014209825284659198,-0.029835025249228566,-0.02582498651424438,-0.031248722453001327,-0.00491292926284928,0.017170335930898166,-0.027441790346604333,-0.04361834183427311,0.0337063867457109,0.018227017056572016,0.011735641793791787,0.06112626403187546,-0.03674598429186045,0.04639862387692821,-0.012583074728645002,-0.011777456896689093,0.01466385274363428,-0.012364515506295517,-0.005194474924008954
QtdfActivityBadgeEarned,0.8490254998323764,1.0,0.6336094812317559,0.5891319257816868,0.05572639024124762,0.08417017477167126,0.08029018783968962,0.08408450008308935,0.07429548244228495,0.07995794701726239,0.02423244506558042,0.02658013215816554,0.020443180138229752,0.057994761821255764,0.07351107278819072,0.08863656601035547,-0.03595409364023139,-0.009371824526806996,-0.0024824653003443138,-0.020431978122724397,-0.01087763481031139,-0.012904268098199261,-0.013522547344061739,0.009306985460654612,0.007508435557425527,-0.041176801020842604,-0.01624506304438793,-0.07402519161506359,0.02819075818223206,-0.01128811087243102,-0.018308732618114876,-0.01212962556781526,0.006523094064258873,0.013230286732051146,-0.03598540121941403,-0.052665996899110036,0.021163418778130827,0.016026129760534906,0.010987597412610113,0.0507851980831885,-0.03155909701457015,0.0004250043066443477,-0.014117657925733587,-0.016395285157006084,-0.0032789527616535457,-0.014833887753225453,-0.019582282185227264
QtdActivityCommentPosted,0.9274787891534799,0.6336094812317559,1.0,0.6886856570224329,-0.0032384396211273254,0.003292663126882801,0.005791449528326009,0.010557598415339852,0.0008110469003287367,0.0014358503928339193,-0.01218104494732089,-0.01375826846486526,-0.003296988775169534,-0.005880150169327677,0.003505649230248067,0.017380686047289595,-0.010594947047573971,0.02847659636899221,0.011044637066003147,0.005462610989587447,0.006057696412503504,0.006542169313973848,0.0038527378804395227,0.027671692810213692,0.014478346806435255,-0.015582795486946993,0.008484787923462682,-0.0599330555480471,0.003967572546120989,-0.039817619851055766,-0.0240054759245675,-0.041267384714602263,-0.015060167957483455,0.002718403892353974,-0.018380540917313094,-0.03302110952031283,0.024034050298546092,0.028402881519371165,0.01988382623022932,0.07382090917456266,-0.026954446786060553,0.06204742882515697,-0.01139677006487458,-0.008710873051158143,0.022644106886481052,-0.010607662138322095,0.0014541788881285392
qtsActivityQUestionPosted,0.7507286624289764,0.5891319257816868,0.6886856570224329,1.0,0.006514293268753472,-0.0019284102987748037,-0.007993107400675131,-0.0034646785897328265,-0.0119155836222066,-0.015697189382752982,-0.007533205026686611,-0.01313596716164994,-0.006673421843069374,-0.013858986814866218,-0.011460812180028158,0.0007814673543165643,0.0014890073974928395,0.007417133747309234,0.007211934950083939,0.022484097241171126,0.017803458979266,0.008960815084492315,0.007741492510745125,0.023847345316336786,0.014609994226791037,-0.005222983114693883,0.025869230834773705,-0.07031540910048237,0.017644529750164936,-0.02119712747680428,0.0015309748087894725,-0.02851106435942436,0.01882765206183565,0.05085548450773054,0.009647227863677004,-0.00417219395375447,0.06793089786340861,0.03341228160355323,0.03233489243850727,0.05716734523733102,-0.04136221177367001,0.07333807612655469,-0.011381918491333338,-0.007530340484626905,0.037795464210212286,-0.010239694327146946,0.03732095165048287
qtdANswe,0.021821708572514698,0.05572639024124762,-0.0032384396211273254,0.006514293268753472,1.0,0.8321713290188575,0.7133386031601001,0.7150163070559009,0.7144272686083677,0.5940156690270855,0.9428092144833756,0.8300261599588085,0.4328079221619034,0.5419358973188,0.48043548819300047,0.8594920607231716,0.007082274471760411,0.009304198785189038,-0.016581332852040165,-0.031457670616515596,-0.007862456302103743,0.025316640922139772,-0.028825064669127126,0.00967172085681475,-0.018792990645245335,0.028640788728755945,0.008874527375573805,0.05677820408699194,0.03846123128283929,0.011503395598192738,-0.015805528310092732,0.016907407041512546,-0.011803941850567134,0.021382661074114406,-0.0021444784961818252,-0.00039482204558382265,0.03319822673285719,-0.02456481748186317,-0.02339501986373161,-0.021077110667116317,-0.014092860038617282,-0.007854255112978915,-0.005535199753141398,-0.0071374150490316176,0.006364826637015009,-0.00603103804458401,-0.016499082807729295
qtdTotalScoreAnswer,0.042827247785124034,0.08417017477167126,0.003292663126882801,-0.0019284102987748037,0.8321713290188575,1.0,0.8867790651623157,0.8644036445471789,0.9107517202563334,0.7764337551786202,0.8351013070512239,0.927485127269695,0.5012226457306125,0.7512816115287269,0.6499148560733625,0.8040937861201527,-0.0143120275214949,-0.00998844588938427,-0.0174147498461585,-0.024255085315199376,-0.021020065430231962,0.009232079007512965,-0.021830979761678023,-0.008984287928146106,-0.01837423448992025,0.011228749781075076,-0.004006781762006448,0.03859022428975115,0.03369985744102647,0.009622584207751781,-0.015910773781129896,0.016836328863369766,-0.010313134899203377,-0.008011104237607312,-0.004508530020469958,-0.003530001397016236,-0.007640491567965902,-0.02242886829245002,-0.02001910792622099,-0.020841535208804482,-0.019966438906834024,-0.0031516692720752323,-0.003614204205108618,-0.00476327362366805,0.007663584387849217,-0.0039692209875470605,-0.018265632179326356
qtdTotalBadges,0.038970159960757735,0.08029018783968962,0.005791449528326009,-0.007993107400675131,0.7133386031601001,0.8867790651623157,1.0,0.9948592569343633,0.9931564049420263,0.9471364879672712,0.782275384542175,0.8666649502075348,0.7739889708981063,0.9188577761118124,0.8801890008013615,0.8591671062857256,-0.011748933218791377,-0.011799368988007314,-0.020013113699695623,-0.03360822585040506,-0.015332159997170816,0.005153246524795493,-0.02869931845924944,-0.008527197643884784,-0.019733635965488595,0.0025538782934712667,-0.022647196001349717,0.056191493534824284,0.014818067707419016,0.005040055908602655,-0.016822503574657283,0.0082385033535744,0.023198696873290795,-0.018170506728075835,0.004364391670542042,-0.008664040696378396,-0.025523858269952772,-0.026342331037905092,-0.027220907743672175,-0.02635381990761089,0.008682673391294455,-0.006817350455964464,-0.00017201441698070236,-0.0016865596334890813,0.0018685954177084013,-0.0006306661169723017,-0.014582931322404015
QtdTotalBadgesBronze,0.04340666390940465,0.08408450008308935,0.010557598415339852,-0.0034646785897328265,0.7150163070559009,0.8644036445471789,0.9948592569343633,1.0,0.9772101795491337,0.9354619932407294,0.7823140141657212,0.8438498547005846,0.7906772228014589,0.9026729111854442,0.8723690418127716,0.8755248984774646,-0.00810144577973116,-0.00694446358235152,-0.01908021374967411,-0.036067571540365696,-0.014979327887412703,0.00696891664045435,-0.029782992596710637,-0.011297173680647829,-0.020849706887034365,0.0004087570484530523,-0.02569889538927879,0.05714597890363477,0.01396736289036219,0.004618847693261079,-0.016833197181245072,0.007156021005605248,0.02587933536078475,-0.01814051613196312,0.002798470276400474,-0.010645487626781597,-0.02587068459343487,-0.02896042609762347,-0.029824371896560717,-0.02854976593963916,0.00792088520805124,-0.005418103712729302,0.0054571991165907096,0.0038715230881098284,0.004323480048272578,0.004988421971105132,-0.014881955052986416
qtdTotalBadgesSilver,0.0331800839016578,0.07429548244228495,0.0008110469003287367,-0.0119155836222066,0.7144272686083677,0.9107517202563334,0.9931564049420263,0.9772101795491337,1.0,0.9331991958341819,0.7805944721829412,0.8912641640907957,0.7295033146745953,0.9128629776315254,0.8579717472982782,0.8372048499945658,-0.01649512182754769,-0.016269520577476215,-0.020674211442187257,-0.03103610420975724,-0.01607297604609248,0.0053443598290135235,-0.027140452180172966,-0.005417912225222667,-0.018054817824780703,0.0036593786828586464,-0.01967583888918637,0.0526485978359926,0.017011788184406365,0.00422352190879404,-0.016947077788337758,0.008324439025173602,0.016224769722250496,-0.0194862502157242,0.004921110850438686,-0.007012318423798096,-0.02562743365255818,-0.024015660203531294,-0.02471172049374879,-0.02395287305742218,0.006969579871663599,-0.007436064942328257,-0.005910849120659463,-0.007416041751408423,0.0021610622362828557,-0.006378215729258115,-0.01441599685880715
qtdTotalBadgesGo,0.03800991914994609,0.07995794701726239,0.0014358503928339193,-0.015697189382752982,0.5940156690270855,0.7764337551786202,0.9471364879672712,0.9354619932407294,0.9331991958341819,1.0,0.6847208002653152,0.7583155971015698,0.8358582153921981,0.9573116351400762,0.9680354015244178,0.7604709097910466,-0.006557420043201189,-0.017831188785381785,-0.02003908192661149,-0.027126895371105193,-0.010967723361306187,-0.010944855942192864,-0.026774524899915386,-0.006722607518760597,-0.01960717118200994,0.011430166342869365,-0.01576908446647157,0.06478385053736326,0.004630451163299339,0.013096980626510725,-0.013568316695613612,0.014923783124042479,0.04601474387677045,-0.007042911463503358,0.012178536935886934,-0.003171672829442219,-0.01859320146099205,-0.017987531403250198,-0.02008395814942214,-0.02177450921351203,0.024901941617449023,-0.012580371265411634,-0.005306901587885675,-0.006121773109614245,-0.019418294836885373,-0.005564738147214892,-0.01135890304574332
qtdComment,-0.0002636047807540441,0.02423244506558042,-0.01218104494732089,-0.007533205026686611,0.9428092144833756,0.8351013070512239,0.782275384542175,0.7823140141657212,0.7805944721829412,0.6847208002653152,1.0,0.904276511056992,0.5548205594391515,0.6437926520244355,0.5943381107903265,0.8348449100792205,-0.0048470622800815145,-0.00669832747948521,-0.019363343387266228,-0.031081969974511448,-0.015607776794747123,0.01103646891031852,-0.02694765587585324,-0.0027948298777954253,-0.021633363133188567,0.022412561311013803,-0.0012635065628876137,0.06233646762555215,0.019420856980045545,0.008861634827986157,-0.018493061576170505,0.014049056946049566,-0.0014237785441999463,0.0038384760833410666,0.008338734443920243,0.009557222396729901,0.008911517156374667,-0.024574656534712934,-0.02316362177790226,-0.023522460705280517,-0.01109440604544961,-0.006576238081978206,0.004650990884825886,0.0031345834382544235,0.0027208890962489188,0.0042015288458397936,-0.015579975808964756
qtdTotalScoreCommen,0.0012379018248438812,0.02658013215816554,-0.01375826846486526,-0.01313596716164994,0.8300261599588085,0.927485127269695,0.8666649502075348,0.8438498547005846,0.8912641640907957,0.7583155971015698,0.904276511056992,1.0,0.5074474330037662,0.7554839309394548,0.6528575266978677,0.7628907990613504,-0.010631706648684985,-0.009716523654960537,-0.014854877685225918,-0.018947865108456547,-0.017418590618538708,0.0030046804415833363,-0.01581928480295857,-0.008161729753027137,-0.018340097654116906,0.0031073933145385163,-0.011387799704643427,0.03310176998311712,0.01678637630555559,0.007450298516464871,-0.013089324912560886,0.013265812388280654,-0.009175285696686396,-0.02004530790068753,0.0026051447348616813,0.00022325612459214372,-0.01788261574375124,-0.019960172724909266,-0.018581561358421407,-0.019905647211427624,-0.009203968740510356,-0.00230493310705815,-0.0011871422838483534,-0.0017045147196293412,-1.3106748385219126e-05,-0.001346295622035683,-0.01653128412000727
qtdQuestion,0.004661372275074027,0.020443180138229752,-0.003296988775169534,-0.006673421843069374,0.4328079221619034,0.5012226457306125,0.7739889708981063,0.7906772228014589,0.7295033146745953,0.8358582153921981,0.5548205594391515,0.5074474330037662,1.0,0.8432641206427065,0.8817750977824154,0.6865237692513131,0.005360883738468766,-0.009552070198733961,-0.019170241301005267,-0.035341847755321704,0.000827671535699705,0.000562787081647625,-0.03183877437512745,0.004328884164767891,-0.0154305959800994,0.009886803147361,-0.024209469533360724,0.07909285029366633,-0.016743265121755096,0.0009855461963943603,-0.02488589928743811,-0.0012977997458741408,0.0783508956875519,0.008176971028127629,0.031418174929286544,-0.002472177876052474,-0.007341246669337451,-0.01933179453826433,-0.021282969048670188,-0.03221335052924124,0.04193730600808208,-0.02020747813272274,0.004594498158860531,0.0029504260052998785,-0.020692149107502333,0.00410666148336593,-0.004285668171933444
QtdTotalScoreQuesdti,0.022415671826514827,0.057994761821255764,-0.005880150169327677,-0.013858986814866218,0.5419358973188,0.7512816115287269,0.9188577761118124,0.9026729111854442,0.9128629776315254,0.9573116351400762,0.6437926520244355,0.7554839309394548,0.8432641206427065,1.0,0.959252503617291,0.7225001286698277,0.0006078894908062022,-0.010518314230372191,-0.013481628320291228,-0.02416745008784084,-0.00419987262971037,-9.93745294733114e-05,-0.020300793789636527,0.0031092155772430813,-0.011610516733049693,0.005736609336847422,-0.01873504454460246,0.05611834722050077,0.004934127462569287,0.01670812080179267,-0.01246890574865759,0.017761960533232507,0.06655275573436792,-0.00548277374960018,0.022689186903097413,0.0006930073931638239,-0.015089626171320293,-0.008930818679789895,-0.011952350560649888,-0.01664621848300433,0.03911968780969329,-0.01313416124020388,-0.0018888764171549495,-0.0028885525904385704,-0.01565357555198425,-0.0021954275213067554,-0.0015260698324234604
QtdTotalViewsQuestion,0.034359485925345386,0.07351107278819072,0.003505649230248067,-0.011460812180028158,0.48043548819300047,0.6499148560733625,0.8801890008013615,0.8723690418127716,0.8579717472982782,0.9680354015244178,0.5943381107903265,0.6528575266978677,0.8817750977824154,0.959252503617291,1.0,0.6867071386638982,-0.0032786649945514327,-0.017942265944919846,-0.017191671764739565,-0.021517383157207897,-0.006494380780994614,-0.010927272115152703,-0.02503636997914378,-0.0026503274306099154,-0.01597880041651792,0.0013046234960580633,-0.024611252552990962,0.05715492347882798,-0.006711693936940035,0.016831881810188073,-0.007767509589668255,0.016637333050956726,0.06968334835083062,-0.003623530263630793,0.02188826805099969,0.00036833252611779134,-0.014644110742923178,-0.014841473528931604,-0.017468406627215136,-0.02343449161260614,0.03827257620478855,-0.006174497435351397,-0.003373817067228679,-0.0038191573678712227,-0.014214467989341116,-0.0035160035189794473,-0.004033132401458187
userScore,0.04813782636221364,0.08863656601035547,0.017380686047289595,0.0007814673543165643,0.8594920607231716,0.8040937861201527,0.8591671062857256,0.8755248984774646,0.8372048499945658,0.7604709097910466,0.8348449100792205,0.7628907990613504,0.6865237692513131,0.7225001286698277,0.6867071386638982,1.0,0.0017036379072163936,0.010548480105494227,-0.02174308526265559,-0.04454286290629308,-0.002784042483656571,0.031024911840840733,-0.03790176958270397,0.015415195307469253,-0.017729453700934802,0.006391993520020181,-0.02103582967849098,0.06287949695134772,0.013571653054470943,0.003886057282895821,-0.025144319046135684,0.0064019157137798054,0.015716215904749784,-0.0033895596654046267,0.009356136617718109,-0.0025319966141242106,0.00467532094798834,-0.029312782283473313,-0.03028270225525297,-0.028269512978289342,0.007509499398192177,-0.015881727709528136,-0.0029724255458263332,-0.0054079410780503755,0.0005779823814007166,-0.0037146415486301147,-0.0204157601678889
qtdCommitContributions,-0.023742722633720716,-0.03595409364023139,-0.010594947047573971,0.0014890073974928395,0.007082274471760411,-0.0143120275214949,-0.011748933218791377,-0.00810144577973116,-0.01649512182754769,-0.006557420043201189,-0.0048470622800815145,-0.010631706648684985,0.005360883738468766,0.0006078894908062022,-0.0032786649945514327,0.0017036379072163936,1.0,0.6320334156755464,0.5328169059477096,0.34937875531674045,0.6882053216739896,0.6117229163254342,0.5048881316621735,0.5334953717014552,0.5632218240071388,0.28689898848853373,0.28685556701023723,0.1369313638073501,0.2012117301013871,0.12572595805000666,0.11437440729455114,0.12018201135310783,0.0694336020619207,0.23154026689318535,0.09799992920993676,0.05551864323504955,0.22309374630283485,0.22478078533190038,0.21588790078854747,0.20536273650141482,0.09018383995628561,0.022575142916180926,-0.011060664555795607,-0.008519906733459266,0.0025184662242388445,-0.01031538144526185,0.17349934730635977
qtdIssueContributions,0.00951124372677822,-0.009371824526806996,0.02847659636899221,0.007417133747309234,0.009304198785189038,-0.00998844588938427,-0.011799368988007314,-0.00694446358235152,-0.016269520577476215,-0.017831188785381785,-0.00669832747948521,-0.009716523654960537,-0.009552070198733961,-0.010518314230372191,-0.017942265944919846,0.010548480105494227,0.6320334156755464,1.0,0.34661921625335546,0.3205835512136951,0.49622602786337683,0.6593218956829657,0.4083067724343061,0.36317845161409884,0.4035346304661783,0.3173485179042426,0.30834423837509894,0.17100142843190252,0.1365109007942911,0.09828028008936263,0.04205140015515358,0.10752609854526589,0.013409831718255725,0.19417554104997242,0.05020293148371593,0.0681180015191025,0.18204281384215187,0.17659218149599948,0.1537088374384541,0.213618156974082,0.08890522050311812,0.009717226109999068,-0.00814079561681005,-0.008648242520945077,0.005354117092478705,-0.00830948873191189,0.14194676605859047
qtdPullRequestContributions,1.2138397843943804e-05,-0.0024824653003443138,0.011044637066003147,0.007211934950083939,-0.016581332852040165,-0.0174147498461585,-0.020013113699695623,-0.01908021374967411,-0.020674211442187257,-0.02003908192661149,-0.019363343387266228,-0.014854877685225918,-0.019170241301005267,-0.013481628320291228,-0.017191671764739565,-0.02174308526265559,0.5328169059477096,0.34661921625335546,1.0,0.5714133172599889,0.5861823337683058,0.520458065897703,0.6497050052693912,0.4725509200695227,0.7405832260544251,0.26808079695868736,0.2704562658633859,0.12267946814816981,0.1723971071062395,0.0941996890991997,0.030153497107738784,0.11242990906283533,0.03240199338662025,0.2126769586711605,0.03057284041907705,0.03367984894551827,0.2541049486767278,0.26655109384551995,0.2787982012924677,0.1737218895542406,0.0708268751504155,0.056972236166254867,-0.009909254904603797,-0.003465989992334061,0.026259182948758224,-0.007983175516179018,0.113997965565975
qtdPullRequestReviewContributions,-0.006503430687958247,-0.020431978122724397,0.005462610989587447,0.022484097241171126,-0.031457670616515596,-0.024255085315199376,-0.03360822585040506,-0.036067571540365696,-0.03103610420975724,-0.027126895371105193,-0.031081969974511448,-0.018947865108456547,-0.035341847755321704,-0.02416745008784084,-0.021517383157207897,-0.04454286290629308,0.34937875531674045,0.3205835512136951,0.5714133172599889,1.0,0.4526916995189238,0.4156045492867423,0.8111063618090346,0.34000781348725445,0.5411925125057292,0.2657002538301931,0.28641355019596193,0.08154207808771857,0.2709551115225314,0.18937780332127546,0.07801495555824946,0.21443685448426808,0.07479835223190591,0.20944225370740063,0.08162308657127984,0.1137366323280955,0.24081069289481827,0.28977693609790006,0.2857194016666574,0.23631981048857284,0.1158812672481178,0.10909859710488455,-0.009394064395666835,-0.0033899864641392663,0.05223961902762318,-0.007600144794497199,0.14582082608503596
qtdRepositoriesWithContributedCommits,-0.004202429908043814,-0.01087763481031139,0.006057696412503504,0.017803458979266,-0.007862456302103743,-0.021020065430231962,-0.015332159997170816,-0.014979327887412703,-0.01607297604609248,-0.010967723361306187,-0.015607776794747123,-0.017418590618538708,0.000827671535699705,-0.00419987262971037,-0.006494380780994614,-0.002784042483656571,0.6882053216739896,0.49622602786337683,0.5861823337683058,0.4526916995189238,1.0,0.6819933803384501,0.6878622743339496,0.7364237507848921,0.8190393592587958,0.39217097754027247,0.3904135741504068,0.19087976837926743,0.2509209238525023,0.10150115899370024,0.030754853113084228,0.11671417708702644,0.03147466928988295,0.3656940164139441,0.06379405831960626,0.060312438084764365,0.3371534550474437,0.2669055135525717,0.25665956482511076,0.21953911178493982,0.15291079451970455,0.01626318920007358,-0.01849270618050284,-0.01759299349556788,-0.0065824333189548915,-0.01825836895086105,0.25494468087502775
qtdRepositoriesWithContributedIssues,-0.006261722569263238,-0.012904268098199261,0.006542169313973848,0.008960815084492315,0.025316640922139772,0.009232079007512965,0.005153246524795493,0.00696891664045435,0.0053443598290135235,-0.010944855942192864,0.01103646891031852,0.0030046804415833363,0.000562787081647625,-9.93745294733114e-05,-0.010927272115152703,0.031024911840840733,0.6117229163254342,0.6593218956829657,0.520458065897703,0.4156045492867423,0.6819933803384501,1.0,0.5832014849763935,0.5870407471824017,0.674429432389839,0.4301353769973661,0.43476410950610683,0.1950562462322978,0.3223308485660196,0.1374942178278973,0.03413302648591357,0.1634842479222465,0.006893754024513763,0.30969965821918144,0.05469306214220941,0.03770307944009963,0.31695980448882716,0.21236176092801587,0.20206838220270948,0.20197697469677744,0.08390373731101984,0.07675582086406474,-0.009697285553804929,-0.005192914768379202,0.05878620842293239,-0.008353131253687042,0.15029454402064701
